"","OTUID","Domain.x","Supergroup.x","Phylum.x","Class.x","Order.x","Family.x","Genus.x","Species.x","ASV.x","Domain.y","Supergroup.y","Phylum.y","Class.y","Order.y","Family.y","Genus.y","Species.y","ASV.y","Domain_confidence","Supergroup_confidence","Phylum_confidence","Class_confidence","Order_confidence","Family_confidence","Genus_confidence","Species_confidence"
"11","03976b4808b5769c8f3b60b2fdd0a5df","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Roseibacillus","D_6__marine_metagenome","03976b4808b5769c8f3b60b2fdd0a5df",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","df4ea5ea8295a3be32a5b490acd4d153","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Roseibacillus","D_6__uncultured_Verrucomicrobiaceae","df4ea5ea8295a3be32a5b490acd4d153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","898c553d98083e38608e83d9d301a16d","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Roseibacillus","D_6__uncultured_Verrucomicrobiaceae","898c553d98083e38608e83d9d301a16d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","9c2f890c762102f2436f206e70985156","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Luteolibacter","D_6__unidentified_marine","9c2f890c762102f2436f206e70985156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","c7452b2a0474a8b38febeeb28c5fdf18","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Luteolibacter","D_6__unidentified_marine","c7452b2a0474a8b38febeeb28c5fdf18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2d68caf9223b1815096b6574d0cada04","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","2d68caf9223b1815096b6574d0cada04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","6e61feab642ba410bcb092bfad914e3b","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_Rubritalea","6e61feab642ba410bcb092bfad914e3b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","e525ca3ff477d0ac774cd31998298857","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__Rubritalea_sp.","e525ca3ff477d0ac774cd31998298857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","c7e9cf40ffbfcb66fa8de0f2e23b0aeb","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","","c7e9cf40ffbfcb66fa8de0f2e23b0aeb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","549ff6b59faf321a3ba63403d6e40c7a","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","549ff6b59faf321a3ba63403d6e40c7a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1ba004297712557b7652f4a9b526a831","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","","1ba004297712557b7652f4a9b526a831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","f50e441a83bd6b274fda921d27ad8ad4","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","f50e441a83bd6b274fda921d27ad8ad4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","f0030d5877e44c3c7b16c931f079968b","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","f0030d5877e44c3c7b16c931f079968b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","06d192b184895919ab94deafc9fe3ff7","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","06d192b184895919ab94deafc9fe3ff7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","d76f4ee500fc32c13837bf007d50ce1b","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","d76f4ee500fc32c13837bf007d50ce1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","3247d74876edd33b4cad68641d207b37","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","3247d74876edd33b4cad68641d207b37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","9a35bd52c187c0b27161b0f9c4a551cb","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","9a35bd52c187c0b27161b0f9c4a551cb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","90a5f5e5d09fc1fdd456a2b3f170e652","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","90a5f5e5d09fc1fdd456a2b3f170e652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","1340462fc1574fe96905161288e76f5e","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","1340462fc1574fe96905161288e76f5e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","440763f559e18bd740cb0a4418b82cc8","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","440763f559e18bd740cb0a4418b82cc8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","86482c605b86f3df30ab91ec2ee04e54","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Verrucomicrobiales","D_4__Rubritaleaceae","D_5__Rubritalea","D_6__uncultured_bacterium","86482c605b86f3df30ab91ec2ee04e54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","58ae99fa4bcc4210bd0c23cb8c48a612","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Kiritimatiellae","D_3__Kiritimatiellales","D_4__Kiritimatiellaceae","D_5__uncultured","D_6__uncultured_bacterium","58ae99fa4bcc4210bd0c23cb8c48a612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","799b99565fbb85ca6c42623575e31516","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Kiritimatiellae","D_3__Kiritimatiellales","D_4__Kiritimatiellaceae","D_5__R76-B128","D_6__uncultured_bacterium","799b99565fbb85ca6c42623575e31516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","92cde1eaa1090f6738b4f7961a2e5a6d","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Kiritimatiellae","D_3__Kiritimatiellales","D_4__Kiritimatiellaceae","D_5__R76-B128","D_6__uncultured_bacterium","92cde1eaa1090f6738b4f7961a2e5a6d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","db6629d42765eb954df97ed43c5bc92c","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Kiritimatiellae","D_3__Kiritimatiellales","D_4__Kiritimatiellaceae","D_5__R76-B128","","db6629d42765eb954df97ed43c5bc92c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","bdaa000ba38ba46502bae1be30a65830","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Kiritimatiellae","D_3__Kiritimatiellales","D_4__Kiritimatiellaceae","D_5__R76-B128","D_6__uncultured_bacterium","bdaa000ba38ba46502bae1be30a65830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","912abe6f320b744e7a7d27c5c220e221","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Kiritimatiellae","D_3__Kiritimatiellales","D_4__Kiritimatiellaceae","D_5__R76-B128","D_6__uncultured_bacterium","912abe6f320b744e7a7d27c5c220e221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","0823dbf8ff020f0e6e52aceabe9acaf1","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Kiritimatiellae","D_3__Kiritimatiellales","D_4__Kiritimatiellaceae","D_5__R76-B128","","0823dbf8ff020f0e6e52aceabe9acaf1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","9abfe4728d6d23292e95402556a6d094","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__marine_metagenome","9abfe4728d6d23292e95402556a6d094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","9c128eccbfc76ff94d51a863e09ad6a9","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__marine_metagenome","9c128eccbfc76ff94d51a863e09ad6a9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","5acce1fc375c4429dca1dad89a4a6971","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__marine_metagenome","5acce1fc375c4429dca1dad89a4a6971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","e050496a93b1273dc0c9077f017dfe72","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__marine_metagenome","e050496a93b1273dc0c9077f017dfe72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","be5a291abcd9143f7d11e3f8d3d38516","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__marine_metagenome","be5a291abcd9143f7d11e3f8d3d38516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","c3833b3dc907c9340610f5095768225f","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","","c3833b3dc907c9340610f5095768225f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","0cd13423e0b2accede879609dcd21557","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__uncultured_verrucomicrobium","0cd13423e0b2accede879609dcd21557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","c7fa91a35f52252f1c0b5cf5742b0ae4","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__metagenome","c7fa91a35f52252f1c0b5cf5742b0ae4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","45e08a6c168f29ffb6ea886ab1578d19","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__metagenome","45e08a6c168f29ffb6ea886ab1578d19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","283c8e63ebf55c282f300467b879fc60","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Arctic97B-4_marine_group","D_4__Arctic97B-4_marine_group","D_5__Arctic97B-4_marine_group","D_6__metagenome","283c8e63ebf55c282f300467b879fc60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","bca7a7cf740a02463cc64ab016d70f1d","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","D_6__uncultured_bacterium","bca7a7cf740a02463cc64ab016d70f1d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","d4ce034784fe4b39735a95fc34058958","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","D_6__uncultured_bacterium","d4ce034784fe4b39735a95fc34058958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","5be6985f21cb5ce91d8f601617eadbf6","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","D_6__uncultured_bacterium","5be6985f21cb5ce91d8f601617eadbf6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2d4622f2daa9c58cad3b3d16c440b78a","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","","2d4622f2daa9c58cad3b3d16c440b78a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","49af7339048f0b5dbfe1c0a7df619308","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","D_6__uncultured_Verrucomicrobia","49af7339048f0b5dbfe1c0a7df619308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","4c052a0a099d98ac20e4330e17f04770","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","D_6__uncultured_bacterium","4c052a0a099d98ac20e4330e17f04770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","4d516d0edb54c657a654c09b8fb60e41","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","D_6__uncultured_bacterium","4d516d0edb54c657a654c09b8fb60e41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","3c012a9d84107b41029e5dae912fedcf","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Pedosphaerales","D_4__Pedosphaeraceae","D_5__SCGC_AAA164-E04","D_6__uncultured_bacterium","3c012a9d84107b41029e5dae912fedcf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","a1bb63b408612a3a6237b7f7d19bb63c","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Verrucomicrobiae","D_3__Methylacidiphilales","D_4__Methylacidiphilaceae","D_5__uncultured","D_6__uncultured_Verrucomicrobiaceae","a1bb63b408612a3a6237b7f7d19bb63c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","b11d72c33f5ffd0a4de839e862f0fdf0","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__P.palmC41","D_4__P.palmC41","D_5__P.palmC41","D_6__uncultured_bacterium","b11d72c33f5ffd0a4de839e862f0fdf0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","79421ffbb55585d3bff51a167a826e53","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__Victivallales","D_4__BD2-3","D_5__BD2-3","D_6__uncultured_bacterium","79421ffbb55585d3bff51a167a826e53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","3c95948bd617e8140152260a906ef594","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__P.palmC41","D_4__P.palmC41","D_5__P.palmC41","D_6__uncultured_bacterium","3c95948bd617e8140152260a906ef594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","12b825c63a2757926a435197f0659c93","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__Lentisphaerales","D_4__Lentisphaeraceae","D_5__Lentisphaera","D_6__uncultured_bacterium","12b825c63a2757926a435197f0659c93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","730d1295cfba9350f5327213918d13d7","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__Lentisphaerales","D_4__Lentisphaeraceae","D_5__Lentisphaera","D_6__uncultured_bacterium","730d1295cfba9350f5327213918d13d7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","747fb809ab0115a699d52b18c77aa8ac","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__Lentisphaerales","D_4__Lentisphaeraceae","D_5__Lentisphaera","D_6__uncultured_bacterium","747fb809ab0115a699d52b18c77aa8ac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","05b379bccd277eb56e5acecbcf8efe71","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__Lentisphaerales","D_4__Lentisphaeraceae","D_5__Lentisphaera","D_6__uncultured_bacterium","05b379bccd277eb56e5acecbcf8efe71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","de41f1e005cddcd3b3360eb6d08f30fb","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__Lentisphaerales","D_4__Lentisphaeraceae","D_5__Lentisphaera","D_6__uncultured_bacterium","de41f1e005cddcd3b3360eb6d08f30fb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","bbed3aeb70190a4275482957902f87d3","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__Lentisphaerales","D_4__Lentisphaeraceae","D_5__Lentisphaera","D_6__uncultured_bacterium","bbed3aeb70190a4275482957902f87d3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","42b5f5b1b8d6abda243f6314ff9d2c49","D_0__Bacteria","D_0__Bacteria","D_1__Verrucomicrobiota","D_2__Lentisphaeria","D_3__Lentisphaerales","D_4__Lentisphaeraceae","D_5__Lentisphaera","D_6__uncultured_bacterium","42b5f5b1b8d6abda243f6314ff9d2c49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
