,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,ASV,Curated
520a422283c412737e20a5deabd97cef,D_0__Archaea,D_0__Archaea,D_1__Crenarchaeota,D_2__Nitrososphaeria,D_3__Nitrosopumilales,D_4__Nitrosopumilaceae,D_5__Candidatus_Nitrosopumilus,,520a422283c412737e20a5deabd97cef,
fcaf3e8d3ff011c32f246f58ef338b47,D_0__Archaea,D_0__Archaea,D_1__Crenarchaeota,D_2__Nitrososphaeria,D_3__Nitrosopumilales,D_4__Nitrosopumilaceae,D_5__Candidatus_Nitrosopumilus,,fcaf3e8d3ff011c32f246f58ef338b47,
5f56cd4b1f5ccdacd790a66d9a1987ec,D_0__Archaea,D_0__Archaea,D_1__Crenarchaeota,D_2__Nitrososphaeria,D_3__Nitrosopumilales,D_4__Nitrosopumilaceae,D_5__Candidatus_Nitrosopumilus,,5f56cd4b1f5ccdacd790a66d9a1987ec,
ec537609fc0d536e1c8c1d32d3f53127,D_0__Bacteria,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Candidatus_Peregrinibacteria,D_4__Candidatus_Peregrinibacteria,D_5__Candidatus_Peregrinibacteria,D_6__uncultured_bacterium,ec537609fc0d536e1c8c1d32d3f53127,
f8ab3744b2c98b90f0f5b913af0b4b7a,D_0__Bacteria,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Candidatus_Peregrinibacteria,D_4__Candidatus_Peregrinibacteria,D_5__Candidatus_Peregrinibacteria,D_6__uncultured_bacterium,f8ab3744b2c98b90f0f5b913af0b4b7a,
737ea0aecc2cda981e3c56e9b9f1ab8e,D_0__Bacteria,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Candidatus_Peregrinibacteria,D_4__Candidatus_Peregrinibacteria,D_5__Candidatus_Peregrinibacteria,D_6__uncultured_bacterium,737ea0aecc2cda981e3c56e9b9f1ab8e,
d1efd7164b2b9f1c2f7e7a070e08e376,D_0__Bacteria,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Candidatus_Peregrinibacteria,D_4__Candidatus_Peregrinibacteria,D_5__Candidatus_Peregrinibacteria,D_6__uncultured_bacterium,d1efd7164b2b9f1c2f7e7a070e08e376,
af51885d1cbbd9a6ce790f422e054d8a,D_0__Bacteria,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Candidatus_Peregrinibacteria,D_4__Candidatus_Peregrinibacteria,D_5__Candidatus_Peregrinibacteria,D_6__uncultured_marine,af51885d1cbbd9a6ce790f422e054d8a,
2b56410ae689838ed79666f520dd4ef2,D_0__Bacteria,D_0__Bacteria,D_1__Patescibacteria,D_2__Gracilibacteria,D_3__Candidatus_Peregrinibacteria,D_4__Candidatus_Peregrinibacteria,D_5__Candidatus_Peregrinibacteria,D_6__uncultured_marine,2b56410ae689838ed79666f520dd4ef2,
4d1401648e478121418e89321af7cccc,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,4d1401648e478121418e89321af7cccc,
b292575eca7ab3039d797d8e2f18f571,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,b292575eca7ab3039d797d8e2f18f571,
58cd447560b747b6fe96155e6e9e7328,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,,58cd447560b747b6fe96155e6e9e7328,
b713573f3a2dcc8fb65a8480c233aef7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,b713573f3a2dcc8fb65a8480c233aef7,
0ca4be1823b176e6a0f43626ada32f94,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,0ca4be1823b176e6a0f43626ada32f94,
33e8139706d594e70fcf60714dd1dd36,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,33e8139706d594e70fcf60714dd1dd36,
1cae5af0e016d10d8a3d26aea99641a3,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,1cae5af0e016d10d8a3d26aea99641a3,
d83b893b8b6e3eee35df1bb26a4d3877,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,d83b893b8b6e3eee35df1bb26a4d3877,
e0f31df061aa52dacfd3ee679efc1630,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,e0f31df061aa52dacfd3ee679efc1630,
949b82a8cf9b0383097e14d6c002832c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,949b82a8cf9b0383097e14d6c002832c,
6d363d0775d11a33a1adb75daf3b00f9,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,6d363d0775d11a33a1adb75daf3b00f9,
b2be91e7f52e026bf218dc4900378555,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,b2be91e7f52e026bf218dc4900378555,
7952635bf6d41c8dbb44e419557c575b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,7952635bf6d41c8dbb44e419557c575b,
2991f90e4d30cde0fc51b805a28d34fa,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,2991f90e4d30cde0fc51b805a28d34fa,
813cdb86186b7269a7e94467097088ee,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,813cdb86186b7269a7e94467097088ee,
ddecbf266f5ede4a276c0bfc1681834e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Puniceispirillales,D_4__SAR116_clade,D_5__Candidatus_Puniceispirillum,D_6__uncultured_bacterium,ddecbf266f5ede4a276c0bfc1681834e,
9633b95b34304c94f5071b1dcee46c54,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Tenderiales,D_4__Tenderiaceae,D_5__Candidatus_Tenderia,D_6__uncultured_gamma,9633b95b34304c94f5071b1dcee46c54,
378ae8b47bd0a7986a226e227a8b04e3,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Tenderiales,D_4__Tenderiaceae,D_5__Candidatus_Tenderia,D_6__uncultured_bacterium,378ae8b47bd0a7986a226e227a8b04e3,
93c95461198e64d48bb56689589887a1,D_0__Bacteria,D_0__Bacteria,D_1__Bacteroidota,D_2__Bacteroidia,D_3__Bacteroidales,D_4__Marinilabiliaceae,D_5__Carboxylicivirga,D_6__uncultured_bacterium,93c95461198e64d48bb56689589887a1,
2f0509826e29645df3ff6f0d69063ec6,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacterales,D_4__Enterobacteriaceae,D_5__Cedecea,,2f0509826e29645df3ff6f0d69063ec6,
99c01961eb2335962d076da3f458ed34,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrio,,99c01961eb2335962d076da3f458ed34,
91ae716dd2ce78afe7f3892af9c38b77,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,91ae716dd2ce78afe7f3892af9c38b77,
64620dd43a8a9400cd4df51e469604d0,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,64620dd43a8a9400cd4df51e469604d0,
7483b6243a5c8c0d05687c5997ebe5e7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,7483b6243a5c8c0d05687c5997ebe5e7,
12f9cf982cc6e236f2dee703ea98f43e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,12f9cf982cc6e236f2dee703ea98f43e,
5403ec721b73ee93caa773581f1d9328,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,5403ec721b73ee93caa773581f1d9328,
5850a1b8fc9613ce135f7e7929555fb9,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,5850a1b8fc9613ce135f7e7929555fb9,
707ab3f5bcdfae91eea0a9d7ad30686d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,707ab3f5bcdfae91eea0a9d7ad30686d,
0da7d898b7ff7a237e45aa3625938275,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,0da7d898b7ff7a237e45aa3625938275,
2ece76b79bd68ab91c7508bfd1af0450,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrionaceae,D_6__uncultured_bacterium,2ece76b79bd68ab91c7508bfd1af0450,
be45acf2a9cd963c5db77003ac5ca334,D_0__Archaea,D_0__Archaea,D_1__Crenarchaeota,D_2__Nitrososphaeria,D_3__Nitrosopumilales,D_4__Nitrosopumilaceae,D_5__Cenarchaeum,,be45acf2a9cd963c5db77003ac5ca334,
deabd7d4990de7a88a349687ce48f3c1,D_0__Archaea,D_0__Archaea,D_1__Crenarchaeota,D_2__Nitrososphaeria,D_3__Nitrosopumilales,D_4__Nitrosopumilaceae,D_5__Cenarchaeum,,deabd7d4990de7a88a349687ce48f3c1,
80ba9277095022960943ca09a42cb3fc,D_0__Bacteria,D_0__Bacteria,D_1__Fusobacteriota,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Fusobacteriaceae,D_5__Cetobacterium,D_6__uncultured_bacterium,80ba9277095022960943ca09a42cb3fc,
847a1287a3035597da5690d19d97f7b0,D_0__Bacteria,D_0__Bacteria,D_1__Fusobacteriota,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Fusobacteriaceae,D_5__Cetobacterium,D_6__uncultured_bacterium,847a1287a3035597da5690d19d97f7b0,
0d6a0a1c286b9eaf07de21286361d5cc,D_0__Bacteria,D_0__Bacteria,D_1__Fusobacteriota,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Fusobacteriaceae,D_5__Cetobacterium,D_6__uncultured_bacterium,0d6a0a1c286b9eaf07de21286361d5cc,
bc18fae1303b05478e2b8f32faa032e0,D_0__Bacteria,D_0__Bacteria,D_1__Fusobacteriota,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Fusobacteriaceae,D_5__Cetobacterium,D_6__uncultured_bacterium,bc18fae1303b05478e2b8f32faa032e0,
42515c8a78e5617fbf7de13436c3f51d,D_0__Bacteria,D_0__Bacteria,D_1__Fusobacteriota,D_2__Fusobacteriia,D_3__Fusobacteriales,D_4__Fusobacteriaceae,D_5__Cetobacterium,D_6__uncultured_bacterium,42515c8a78e5617fbf7de13436c3f51d,
089463e137c81b7f7c69ca6351b64d53,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__CHAB-XI-27,D_4__CHAB-XI-27,D_5__CHAB-XI-27,D_6__uncultured_gamma,089463e137c81b7f7c69ca6351b64d53,
fedf249f0fe0184075d2cbb98a1da577,D_0__Bacteria,D_0__Bacteria,D_1__Planctomycetota,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__CL500-3,D_6__uncultured_Phycisphaeraceae,fedf249f0fe0184075d2cbb98a1da577,
a21ca848ba22beafef7f8af1f9835145,D_0__Bacteria,D_0__Bacteria,D_1__Planctomycetota,D_2__Phycisphaerae,D_3__Phycisphaerales,D_4__Phycisphaeraceae,D_5__CL500-3,D_6__uncultured_Phycisphaeraceae,a21ca848ba22beafef7f8af1f9835145,
e0659a75307b36dc6c0e2fd3c76c99d4,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,e0659a75307b36dc6c0e2fd3c76c99d4,
a8574483317416a888e96c4db7b76bec,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,a8574483317416a888e96c4db7b76bec,
4c68c50c4230ee697f076fef78f41ab2,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,4c68c50c4230ee697f076fef78f41ab2,
83591f2e79c43c512293eebcddcd68a7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,83591f2e79c43c512293eebcddcd68a7,
f1e03586dc2a64f983a505fc4143b172,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,f1e03586dc2a64f983a505fc4143b172,
1d22567723f1208c690540bafaba66d7,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,1d22567723f1208c690540bafaba66d7,
85bce5383bf8130f3ee3992935c10735,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,85bce5383bf8130f3ee3992935c10735,
47e11f48489f62adc5273caa446277dd,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,47e11f48489f62adc5273caa446277dd,
9fb4b5a66f82d2c21ff07770be1d595d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,9fb4b5a66f82d2c21ff07770be1d595d,
7a8ecd4b32df6d10bf8490b777934671,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,7a8ecd4b32df6d10bf8490b777934671,
854d71603aa8cda5db1789357d26fcd9,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,854d71603aa8cda5db1789357d26fcd9,
4d83dfdf8ed072a5aa6aa3786cba43cc,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,4d83dfdf8ed072a5aa6aa3786cba43cc,
33b30e1e5a97b34a09d8db81be319c42,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,33b30e1e5a97b34a09d8db81be319c42,
30df6952c00383cca068685f4bf3552f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,30df6952c00383cca068685f4bf3552f,
bbd25f0ca0b360fb9d1428f37c1d9466,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,bbd25f0ca0b360fb9d1428f37c1d9466,
9f762a60f327ae5a8e9a3aa80fac7b61,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,9f762a60f327ae5a8e9a3aa80fac7b61,
85c356276e73183473aa5623cf2cc174,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,85c356276e73183473aa5623cf2cc174,
ecd0e402c45244866e281dee2eb57ae9,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,ecd0e402c45244866e281dee2eb57ae9,
190b6ff54c56aa20c1b6127c4d5af130,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,190b6ff54c56aa20c1b6127c4d5af130,
5263e2309ce274a33ee8fd19a4951207,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,5263e2309ce274a33ee8fd19a4951207,
59fedf5600c0ea6d7dfb7b3786504c6d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,59fedf5600c0ea6d7dfb7b3786504c6d,
7383b42fb9cdb490a979f206f0837444,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,7383b42fb9cdb490a979f206f0837444,
6d2355db57eb3d9141175b28d169c241,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,6d2355db57eb3d9141175b28d169c241,
4fb19d49db296ef3b8ec8bc936f6ba88,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,4fb19d49db296ef3b8ec8bc936f6ba88,
4130397a9b6b93f29e42dbc06054a7a0,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,4130397a9b6b93f29e42dbc06054a7a0,
ee04c9713e8852136bbac2575278b17f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,ee04c9713e8852136bbac2575278b17f,
ad6e7fde5d33564ade37bdb1200e5f55,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,ad6e7fde5d33564ade37bdb1200e5f55,
08a468901b76386b3a9bb6439ea62832,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,08a468901b76386b3a9bb6439ea62832,
55cf8180328c9460392a9916fa1ffba4,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ia,,55cf8180328c9460392a9916fa1ffba4,
28c074a622c626db507cc08bddadc82f,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,28c074a622c626db507cc08bddadc82f,
f7acdbd29a7828ea7559f9fefd4092fa,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,f7acdbd29a7828ea7559f9fefd4092fa,
0ee3d1c50e2eaf3e8791329b6de12c31,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,0ee3d1c50e2eaf3e8791329b6de12c31,
d042d1c6918a3ff238bfb6f09e34dc01,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,D_6__uncultured_bacterium,d042d1c6918a3ff238bfb6f09e34dc01,
6885c58b7352b6d368802dca9ed2f736,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,D_6__marine_metagenome,6885c58b7352b6d368802dca9ed2f736,
3752e69b794ef75fd564adbee93d1e02,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,3752e69b794ef75fd564adbee93d1e02,
7b4eb12a8e287fe1e623d552f143d8eb,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,7b4eb12a8e287fe1e623d552f143d8eb,
aafca10c6a1b93b57d5d07437e4e5d15,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,aafca10c6a1b93b57d5d07437e4e5d15,
251664ca026252820a1a635e183fb123,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,251664ca026252820a1a635e183fb123,
bcee6deaf3618823108e6dc1bf2d05f5,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,bcee6deaf3618823108e6dc1bf2d05f5,
64aba1725d7578292603f4a621554329,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,64aba1725d7578292603f4a621554329,
774145dacb7949347b8dca3ba1756e09,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,774145dacb7949347b8dca3ba1756e09,
d1b1c637ad8dfad30a16f11ef521bb38,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,d1b1c637ad8dfad30a16f11ef521bb38,
80db85a754aafcaecc102fd0ce903630,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,80db85a754aafcaecc102fd0ce903630,
40a8af90d630de5521b55bf17e50444e,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,40a8af90d630de5521b55bf17e50444e,
2475da279252a05adf8296c8f44aa5ea,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,2475da279252a05adf8296c8f44aa5ea,
2b7933cf9db68628cab169667a45adb2,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,2b7933cf9db68628cab169667a45adb2,
93d4139bac8ef47902af241b08c3cb7d,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,93d4139bac8ef47902af241b08c3cb7d,
800cd842c113db0d555ee0d0eda27c36,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,800cd842c113db0d555ee0d0eda27c36,
697effa18da83385682215911097cb4c,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,697effa18da83385682215911097cb4c,
47e66a3ecd29a4ba9505655cc8da6d3b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,47e66a3ecd29a4ba9505655cc8da6d3b,
39ba28f5ec97bfaf971025305be8715b,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,39ba28f5ec97bfaf971025305be8715b,
06a8ba70e1f9150d9ddbadf852484cdf,D_0__Bacteria,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__SAR11_clade,D_4__Clade_I,D_5__Clade_Ib,,06a8ba70e1f9150d9ddbadf852484cdf,
