key	AS9601	BL107	CB0101	CC9311	CC9605	CC9616	CC9902	CCMP1375	GEYO	GP2	KORDI100	KORDI49	KORDI52	MED4	MIT9107	MIT9201	MIT9202	MIT9211	MIT9215	MIT9301	MIT9302	MIT9303	MIT9311	MIT9313	MIT9314	MIT9321	MIT9508	MIT9515	MITS9509	N19	N26	N32	N5	NATL1A	NATL2A	PAC1	PCC6307	PCC7001	RCC307	RS9916	RS9917	SB	UW105	UW106	UW140	UW179A	UW179B	UW69	UW86	WH7803	WH7805	WH8016	WH8020	WH8102	WH8109	cyano3B
KORDI100	0.0	0.0	0.0	0.0	0.791318	0.854963	0.0	0.0	0.0	0.0	1.0	0.7936709999999999	0.7933969999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.792007	0.792136	0.794024	0.794366	0.0	0.0	0.0	0.0	0.0	0.0	0.7824509999999999	0.7836700000000001	0.0	0.0	0.7875709999999999	0.0	0.0	0.0	0.790775	0.795102	0.786203	0.0	0.0	0.0	0.791686	0.7929170000000001	0.794937
KORDI49	0.0	0.785234	0.790608	0.0	0.800696	0.793884	0.7799720000000001	0.0	0.7811100000000001	0.0	0.7939360000000001	1.0	0.8015899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.781284	0.0	0.781637	0.802577	0.805651	0.8044199999999999	0.8041119999999999	0.0	0.0	0.0	0.7898569999999999	0.788913	0.781603	0.788805	0.79369	0.0	0.783274	0.7969769999999999	0.779288	0.0	0.0	0.798127	0.8045950000000001	0.7931950000000001	0.794528	0.0	0.0	0.807517	0.8036	0.806206
KORDI52	0.0	0.781597	0.791371	0.0	0.8834299999999999	0.793216	0.7801250000000001	0.0	0.778327	0.0	0.794042	0.8017029999999999	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7783329999999999	0.0	0.782979	0.886921	0.889913	0.889311	0.888682	0.0	0.0	0.0	0.78685	0.7884789999999999	0.7829649999999999	0.796202	0.789641	0.0	0.7811	0.8555849999999999	0.7809860000000001	0.0	0.0	0.8576	0.890758	0.78994	0.7904779999999999	0.0	0.0	0.805814	0.884854	0.889456
MED4	0.7966589999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.795068	0.0	0.0	0.0	1.0	0.795451	0.79712	0.7977540000000001	0.0	0.797885	0.7985840000000001	0.8008679999999999	0.0	0.7995220000000001	0.0	0.798434	0.797282	0.0	0.8617319999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.799635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9107	0.882873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.880305	0.0	0.0	0.0	0.7944559999999999	1.0	0.8819899999999999	0.882911	0.0	0.8819119999999999	0.8805270000000001	0.889298	0.0	0.889524	0.0	0.88185	0.879992	0.0	0.7959820000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.881856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9201	0.9076799999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89822	0.0	0.0	0.0	0.796908	0.881885	1.0	0.901612	0.0	0.9012299999999999	0.9052799999999999	0.8923180000000001	0.0	0.893963	0.0	0.9053319999999999	0.8986109999999999	0.0	0.796126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9065439999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9202	0.914559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.897252	0.0	0.0	0.0	0.79825	0.883259	0.902539	1.0	0.0	0.971203	0.9147150000000001	0.8923730000000001	0.0	0.894156	0.0	0.914213	0.899806	0.0	0.795889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9158740000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9215	0.9150790000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.896772	0.0	0.0	0.0	0.79909	0.883217	0.9009299999999999	0.971303	0.0	1.0	0.913636	0.891144	0.0	0.8938240000000001	0.0	0.913404	0.899408	0.0	0.79426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.914718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9301	0.9360219999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9114	0.0	0.0	0.0	0.7983889999999999	0.881059	0.904138	0.914192	0.0	0.912219	1.0	0.8991419999999999	0.0	0.90027	0.0	0.9349209999999999	0.9118799999999999	0.0	0.794318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.934573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9302	0.900381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.895165	0.0	0.0	0.0	0.8002849999999999	0.88887	0.892285	0.8925960000000001	0.0	0.8909860000000001	0.898405	1.0	0.0	0.913462	0.0	0.89831	0.894756	0.0	0.796904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.899272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.951616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9311	0.899969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.896578	0.0	0.0	0.0	0.79925	0.889715	0.892684	0.893022	0.0	0.8933530000000001	0.898972	0.914623	0.0	1.0	0.0	0.9	0.896164	0.0	0.795721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.898566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.952785	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9314	0.937357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.911237	0.0	0.0	0.0	0.798956	0.8820560000000001	0.906511	0.914899	0.0	0.913651	0.934866	0.8985	0.0	0.900577	0.0	1.0	0.9132720000000001	0.0	0.793531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9321	0.916312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9030750000000001	0.0	0.0	0.0	0.797444	0.8813970000000001	0.899701	0.9002129999999999	0.0	0.900848	0.91295	0.894231	0.0	0.8965179999999999	0.0	0.913284	1.0	0.0	0.793035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9135550000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIT9508	0.0	0.0	0.0	0.0	0.778425	0.0	0.0	0.0	0.954726	0.0	0.0	0.782069	0.7802370000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.8692829999999999	0.7812730000000001	0.779465	0.7802849999999999	0.7795380000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.785348	0.778677	0.0	0.780195	0.0	0.7799689999999999	0.866815	0.0	0.777642	0.7825409999999999	0.787989	0.781954	0.0	0.0	0.775214	0.782098	0.78143
MIT9515	0.794288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.794763	0.0	0.0	0.0	0.862172	0.794873	0.7952750000000001	0.793587	0.0	0.7938670000000001	0.793411	0.796567	0.0	0.7954049999999999	0.0	0.7942610000000001	0.793634	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.793571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MITS9509	0.0	0.0	0.0	0.0	0.7808809999999999	0.0	0.0	0.0	0.8693510000000001	0.0	0.0	0.782083	0.780547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.869615	0.0	1.0	0.781266	0.782007	0.781933	0.780484	0.0	0.0	0.0	0.0	0.0	0.0	0.782828	0.781754	0.0	0.779996	0.0	0.0	0.8996600000000001	0.0	0.780096	0.782469	0.7852800000000001	0.7848229999999999	0.0	0.0	0.780457	0.78199	0.7835129999999999
N19	0.0	0.784862	0.7903570000000001	0.0	0.915744	0.7920919999999999	0.781721	0.0	0.779706	0.0	0.7929980000000001	0.803216	0.8871429999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78146	0.0	0.77982	1.0	0.9633320000000001	0.955789	0.958705	0.0	0.0	0.0	0.784246	0.7865869999999999	0.783957	0.794404	0.7932760000000001	0.0	0.782248	0.856002	0.783598	0.7782399999999999	0.0	0.8580549999999999	0.9621590000000001	0.7922800000000001	0.789645	0.0	0.0	0.807379	0.9350620000000001	0.963447
N26	0.0	0.785777	0.791757	0.0	0.918975	0.792002	0.783253	0.0	0.781421	0.0	0.793326	0.8061750000000001	0.889134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7802479999999999	0.0	0.7826869999999999	0.9639530000000001	1.0	0.956717	0.961154	0.0	0.0	0.0	0.7885129999999999	0.7888	0.786568	0.796781	0.793952	0.0	0.784312	0.856575	0.785341	0.782103	0.0	0.858635	0.9623579999999999	0.7939399999999999	0.788266	0.0	0.0	0.807898	0.937826	0.970309
N32	0.0	0.785518	0.7923640000000001	0.0	0.919322	0.792963	0.784139	0.0	0.7825570000000001	0.0	0.7936620000000001	0.803017	0.889196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7837609999999999	0.0	0.7824139999999999	0.9567289999999999	0.9545520000000001	1.0	0.956494	0.0	0.0	0.0	0.785719	0.7868229999999999	0.785501	0.794821	0.794208	0.0	0.7840609999999999	0.858888	0.78554	0.782269	0.0	0.8606229999999999	0.957393	0.792731	0.78616	0.0	0.0	0.80808	0.9349649999999999	0.956518
N5	0.0	0.782861	0.793822	0.0	0.917915	0.792192	0.781498	0.0	0.78003	0.0	0.794686	0.801827	0.8878050000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7816199999999999	0.0	0.7831629999999999	0.9598720000000001	0.9607640000000001	0.956913	1.0	0.0	0.0	0.0	0.7876770000000001	0.7872530000000001	0.784385	0.795244	0.7914660000000001	0.0	0.7850579999999999	0.858196	0.7844679999999999	0.780818	0.0	0.859571	0.9619840000000001	0.7937919999999999	0.786359	0.0	0.0	0.807235	0.935441	0.960608
NATL1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.968982	0.963513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NATL2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.969666	1.0	0.963087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.963238	0.96288	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCC6307	0.0	0.0	0.7998059999999999	0.0	0.78256	0.0	0.0	0.0	0.0	0.0	0.0	0.79025	0.7849389999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7860309999999999	0.7880410000000001	0.787847	0.785983	0.0	0.0	0.0	1.0	0.816167	0.785081	0.783681	0.78842	0.0	0.0	0.0	0.0	0.0	0.0	0.7815049999999999	0.7893519999999999	0.782363	0.0	0.0	0.0	0.7866540000000001	0.785514	0.7879659999999999
PCC7001	0.0	0.0	0.80656	0.0	0.780727	0.0	0.0	0.0	0.0	0.0	0.0	0.787705	0.785231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7846980000000001	0.786092	0.7874410000000001	0.7861910000000001	0.0	0.0	0.0	0.813605	1.0	0.7833549999999999	0.784481	0.791324	0.0	0.0	0.777361	0.0	0.0	0.0	0.781494	0.7870189999999999	0.783942	0.0	0.0	0.0	0.785218	0.7862649999999999	0.787461
RCC307	0.0	0.0	0.79156	0.0	0.783125	0.0	0.0	0.0	0.0	0.0	0.0	0.7830710000000001	0.783754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.785561	0.785691	0.784255	0.7826819999999999	0.0	0.0	0.0	0.785429	0.783616	1.0	0.7853650000000001	0.78132	0.0	0.0	0.7803640000000001	0.0	0.0	0.0	0.781446	0.7868980000000001	0.784717	0.0	0.0	0.0	0.784176	0.785037	0.786318
RS9916	0.0	0.0	0.79074	0.0	0.796395	0.7841049999999999	0.0	0.0	0.78361	0.0	0.7821680000000001	0.789264	0.7970189999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.784979	0.0	0.783682	0.7947289999999999	0.797146	0.795299	0.7968930000000001	0.0	0.0	0.0	0.785729	0.785633	0.782694	1.0	0.7961079999999999	0.0	0.799983	0.7896380000000001	0.798368	0.785845	0.0	0.790829	0.79907	0.791827	0.7887949999999999	0.0	0.0	0.790364	0.796476	0.797191
RS9917	0.0	0.0	0.7913549999999999	0.0	0.7910739999999999	0.780459	0.0	0.0	0.7819379999999999	0.0	0.783145	0.7932640000000001	0.789906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.782598	0.0	0.783263	0.791925	0.793967	0.791987	0.7911279999999999	0.0	0.0	0.0	0.786597	0.790535	0.782197	0.793053	0.9999979999999999	0.0	0.7865829999999999	0.783102	0.7877580000000001	0.781523	0.776207	0.785091	0.7927199999999999	0.7936399999999999	0.791301	0.0	0.0	0.789354	0.788129	0.794444
SB	0.9400020000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.910239	0.0	0.0	0.0	0.8000839999999999	0.883147	0.906501	0.915301	0.0	0.915423	0.936442	0.89949	0.0	0.8990250000000001	0.0	0.939821	0.9132349999999999	0.0	0.793923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UW105	0.0	0.0	0.0	0.0	0.785685	0.0	0.0	0.0	0.779355	0.0	0.0	0.783682	0.780623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.780354	0.0	0.7803399999999999	0.7830889999999999	0.7854439999999999	0.7842570000000001	0.782986	0.0	0.0	0.0	0.0	0.0	0.0	0.801131	0.78778	0.0	1.0	0.779828	0.9420040000000001	0.0	0.0	0.782574	0.7838679999999999	0.77963	0.782934	0.0	0.0	0.7824469999999999	0.781963	0.7846120000000001
UW106	0.0	0.780458	0.784465	0.0	0.8511310000000001	0.789007	0.7799710000000001	0.0	0.0	0.0	0.788602	0.795429	0.853357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8550749999999999	0.855785	0.8593799999999999	0.8575440000000001	0.0	0.0	0.0	0.778549	0.777591	0.7797029999999999	0.789404	0.7819499999999999	0.0	0.778756	1.0	0.780659	0.0	0.0	0.961178	0.8567319999999999	0.787217	0.785422	0.0	0.0	0.798441	0.852492	0.858244
UW140	0.0	0.0	0.0	0.0	0.783501	0.0	0.0	0.0	0.781219	0.0	0.0	0.781141	0.7839440000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.779837	0.0	0.0	0.782789	0.7852460000000001	0.783932	0.783263	0.0	0.0	0.0	0.0	0.0	0.0	0.7998609999999999	0.786838	0.0	0.9428399999999999	0.780667	1.0	0.0	0.0	0.782077	0.783683	0.782072	0.781607	0.0	0.0	0.7817740000000001	0.784508	0.783706
UW179A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.868575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8676940000000001	0.0	0.9006109999999999	0.778913	0.7795409999999999	0.7820910000000001	0.778625	0.0	0.0	0.0	0.0	0.0	0.0	0.783643	0.781362	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.7805599999999999	0.7843389999999999	0.782228	0.0	0.0	0.0	0.7824760000000001	0.78152
UW179B	0.0	0.0	0.0	0.866158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.7763909999999999	0.0	0.969366	0.864637	0.0	0.0	0.0
UW69	0.0	0.782581	0.784798	0.0	0.855554	0.791978	0.783295	0.0	0.7786660000000001	0.0	0.790621	0.7965340000000001	0.8569960000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.778839	0.0	0.783104	0.857877	0.858698	0.86119	0.858984	0.0	0.0	0.0	0.780103	0.782751	0.7775329999999999	0.7900780000000001	0.786064	0.0	0.785305	0.960886	0.783539	0.0	0.0	1.0	0.8595910000000001	0.790201	0.7877630000000001	0.0	0.0	0.800977	0.8555410000000001	0.8599049999999999
UW86	0.0	0.7863760000000001	0.793384	0.0	0.9186369999999999	0.792281	0.7890999999999999	0.0	0.782511	0.0	0.794068	0.80456	0.890286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.781721	0.0	0.7840649999999999	0.963057	0.9625900000000001	0.957932	0.96142	0.0	0.0	0.0	0.788458	0.788609	0.7880469999999999	0.795709	0.7929430000000001	0.0	0.7835110000000001	0.857855	0.784216	0.780423	0.774211	0.8610700000000001	1.0	0.795055	0.789864	0.0	0.0	0.8073950000000001	0.939813	0.9642270000000001
WH7803	0.0	0.0	0.7859050000000001	0.0	0.793034	0.785339	0.0	0.0	0.7874909999999999	0.0	0.786666	0.7971280000000001	0.793066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.786086	0.0	0.787591	0.791122	0.796208	0.7953830000000001	0.793358	0.0	0.0	0.0	0.7855209999999999	0.785216	0.7826569999999999	0.7912009999999999	0.792767	0.0	0.783416	0.787193	0.784349	0.7840389999999999	0.776415	0.7897839999999999	0.793534	1.0	0.8564459999999999	0.780873	0.0	0.797535	0.792112	0.793916
